id_funcionario,data_reembolso,categoria,valor,descricao
1088,2024-12-01,Transporte,112.78,Estacionamento em local de reunião
1044,2024-11-10,Transporte,166.14,Táxi do aeroporto ao hotel
1036,2025-03-04,Outros,220.98,Reembolso de brindes para cliente
1077,2024-12-02,Transporte,139.84,Estacionamento em local de reunião
1029,2025-03-06,Hotel,321.96,Diária em hotel durante treinamento
1028,2024-10-25,Outros,223.66,Compra de material de escritório
1082,2025-03-02,Hotel,380.53,Hospedagem em viagem a trabalho
1004,2024-11-01,Alimentação,35.69,Café da manhã durante evento corporativo
1024,2024-11-15,Educação,226.06,Workshop de capacitação
1022,2024-12-05,Hotel,838.38,Hospedagem em viagem a trabalho
1098,2025-02-05,Transporte,138.0,Corrida de aplicativo para reunião externa
1002,2024-11-17,Transporte,109.72,Corrida de aplicativo para reunião externa
1091,2025-01-29,Outros,10.0,Compra emergencial durante viagem
1088,2025-01-23,Outros,170.56,Compra emergencial durante viagem
1067,2024-11-27,Transporte,112.07,Estacionamento em local de reunião
1046,2025-01-25,Transporte,107.02,Corrida de aplicativo para reunião externa
1047,2024-10-26,Alimentação,24.69,Refeição após reunião externa
1002,2025-03-10,Outros,66.45,Compra emergencial durante viagem
1098,2024-12-12,Hotel,587.18,Hospedagem em viagem a trabalho
1091,2025-03-03,Educação,353.63,Compra de livro técnico
1002,2024-10-18,Transporte,12.15,Táxi do aeroporto ao hotel
1046,2024-11-01,Alimentação,75.14,Refeição após reunião externa
1091,2024-12-09,Alimentação,84.29,Café da manhã durante evento corporativo
1024,2024-12-19,Transporte,133.98,Táxi do aeroporto ao hotel
1091,2025-01-13,Transporte,127.71,Corrida de aplicativo para reunião externa
1082,2025-03-26,Educação,358.26,Treinamento obrigatório da empresa
1097,2025-01-19,Hotel,440.01,Reembolso de hospedagem em congresso
1098,2024-12-17,Educação,109.2,Compra de livro técnico
1098,2024-10-27,Alimentação,68.21,Compra de lanche em aeroporto
1067,2024-11-20,Educação,400.16,Workshop de capacitação
1024,2024-11-15,Outros,409.02,Compra emergencial durante viagem
1028,2025-03-01,Outros,306.58,Compra emergencial durante viagem
1088,2024-12-02,Alimentação,92.88,Compra de lanche em aeroporto
1016,2025-04-13,Educação,337.96,Compra de livro técnico
1027,2025-02-01,Transporte,77.76,Estacionamento em local de reunião
1044,2025-02-18,Educação,286.99,Curso online de atualização profissional
1028,2024-12-08,Educação,466.91,Treinamento obrigatório da empresa
1091,2024-11-22,Alimentação,51.72,Jantar em viagem de negócios
1045,2025-02-06,Educação,461.48,Compra de livro técnico
1036,2025-01-30,Hotel,535.59,Reembolso de hospedagem em congresso
1029,2025-01-31,Educação,432.54,Workshop de capacitação
1067,2024-11-16,Alimentação,37.8,Compra de lanche em aeroporto
1032,2025-01-23,Educação,358.59,Compra de livro técnico
1049,2024-11-06,Outros,89.48,Compra de material de escritório
1082,2025-02-15,Outros,10.0,Compra emergencial durante viagem
1002,2025-01-27,Educação,321.85,Compra de livro técnico
1059,2024-12-12,Educação,400.95,Curso online de atualização profissional
1082,2025-02-08,Educação,215.51,Treinamento obrigatório da empresa
1036,2024-11-21,Transporte,40.04,Aluguel de carro para deslocamento profissional
1049,2025-01-15,Hotel,581.63,Estadia para evento corporativo
1032,2025-03-27,Transporte,96.5,Corrida de aplicativo para reunião externa
1049,2024-12-09,Alimentação,96.45,Refeição após reunião externa
1057,2024-10-15,Hotel,789.92,Diária em hotel durante treinamento
1041,2024-11-30,Educação,294.06,Treinamento obrigatório da empresa
1067,2025-01-27,Transporte,174.22,Aluguel de carro para deslocamento profissional
1028,2025-01-15,Educação,322.42,Curso online de atualização profissional
1098,2025-04-07,Transporte,86.14,Reembolso de combustível
1074,2025-03-08,Transporte,35.54,Táxi do aeroporto ao hotel
1032,2024-10-22,Transporte,89.49,Corrida de aplicativo para reunião externa
1024,2025-01-06,Hotel,532.72,Estadia para evento corporativo
1004,2024-11-28,Educação,396.03,Workshop de capacitação
1057,2024-10-23,Transporte,118.5,Corrida de aplicativo para reunião externa
1002,2025-03-18,Transporte,52.83,Corrida de aplicativo para reunião externa
1067,2025-02-18,Hotel,634.45,Diária em hotel durante treinamento
1081,2025-01-08,Educação,367.15,Compra de livro técnico
1044,2025-02-06,Alimentação,125.84,Compra de lanche em aeroporto
1097,2024-11-15,Transporte,135.5,Táxi do aeroporto ao hotel
1067,2024-11-17,Educação,376.08,Compra de livro técnico
1024,2024-12-31,Educação,306.01,Curso online de atualização profissional
1028,2025-03-24,Outros,258.25,Compra de material de escritório
1098,2025-03-03,Outros,387.43,Serviços de impressão para apresentação
1067,2025-02-01,Outros,10.0,Reembolso de brindes para cliente
1046,2025-03-16,Transporte,86.02,Táxi do aeroporto ao hotel
1046,2025-04-01,Hotel,445.49,Diária em hotel durante treinamento
1032,2025-03-31,Alimentação,91.37,Compra de lanche em aeroporto
1028,2024-12-19,Hotel,846.04,Estadia para evento corporativo
1049,2025-01-05,Alimentação,62.09,Almoço com cliente em restaurante local
1024,2024-12-14,Transporte,10.0,Táxi do aeroporto ao hotel
1036,2025-03-15,Hotel,517.56,Diária de hotel em missão comercial
1085,2025-02-13,Outros,337.02,Compra emergencial durante viagem
1028,2024-10-20,Transporte,121.51,Aluguel de carro para deslocamento profissional
1067,2024-11-11,Outros,264.23,Serviços de impressão para apresentação
1027,2024-10-17,Alimentação,71.6,Café da manhã durante evento corporativo
1059,2024-12-07,Hotel,344.19,Reembolso de hospedagem em congresso
1071,2024-12-18,Educação,351.53,Treinamento obrigatório da empresa
1071,2025-04-10,Hotel,433.14,Reembolso de hospedagem em congresso
1002,2025-03-22,Alimentação,145.52,Café da manhã durante evento corporativo
1011,2024-12-20,Outros,285.58,Assinatura de software temporário
1041,2025-02-28,Transporte,76.77,Táxi do aeroporto ao hotel
1067,2024-12-26,Alimentação,61.66,Almoço com cliente em restaurante local
1074,2025-03-15,Outros,186.06,Compra de material de escritório
1098,2025-01-26,Outros,164.07,Serviços de impressão para apresentação
1077,2024-11-04,Outros,367.53,Serviços de impressão para apresentação
1088,2025-03-07,Outros,227.96,Compra emergencial durante viagem
1067,2024-12-26,Hotel,453.67,Hospedagem em viagem a trabalho
1067,2025-03-17,Outros,483.57,Assinatura de software temporário
1041,2025-03-21,Educação,304.93,Compra de livro técnico
1082,2025-03-31,Outros,315.33,Reembolso de brindes para cliente
1036,2024-12-05,Hotel,478.35,Hospedagem em viagem a trabalho
1080,2024-11-24,Alimentação,90.89,Almoço com cliente em restaurante local
1081,2025-01-30,Alimentação,89.33,Jantar em viagem de negócios
1067,2025-03-10,Educação,111.04,Compra de livro técnico
1027,2024-11-24,Hotel,1003.06,Estadia para evento corporativo
1028,2025-01-23,Transporte,151.63,Corrida de aplicativo para reunião externa
1057,2025-04-09,Transporte,84.11,Reembolso de combustível
1088,2025-04-05,Alimentação,46.93,Café da manhã durante evento corporativo
1036,2024-11-11,Outros,252.13,Compra emergencial durante viagem
1059,2025-01-10,Alimentação,82.6,Almoço com cliente em restaurante local
1036,2025-01-16,Hotel,671.13,Estadia para evento corporativo
1024,2025-01-11,Outros,228.74,Compra emergencial durante viagem
1064,2025-01-20,Transporte,120.25,Táxi do aeroporto ao hotel
1011,2025-03-04,Hotel,889.46,Reembolso de hospedagem em congresso
1098,2024-12-08,Alimentação,97.04,Jantar em viagem de negócios
1098,2025-01-12,Transporte,58.01,Aluguel de carro para deslocamento profissional
1044,2025-03-18,Hotel,872.51,Reembolso de hospedagem em congresso
1024,2024-12-01,Alimentação,129.22,Compra de lanche em aeroporto
1036,2025-02-23,Outros,672.81,Serviços de impressão para apresentação
1028,2025-01-17,Outros,31.48,Compra de material de escritório
1061,2025-01-01,Outros,236.43,Serviços de impressão para apresentação
1047,2025-03-07,Alimentação,17.54,Jantar em viagem de negócios
1088,2025-01-31,Alimentação,96.59,Café da manhã durante evento corporativo
1091,2024-11-24,Outros,117.77,Reembolso de brindes para cliente
1074,2025-02-20,Outros,488.52,Assinatura de software temporário
1082,2025-03-06,Outros,83.81,Compra de material de escritório
1091,2024-11-16,Hotel,262.16,Estadia para evento corporativo
1036,2025-04-04,Alimentação,65.86,Café da manhã durante evento corporativo
1024,2025-02-12,Alimentação,20.74,Refeição após reunião externa
1098,2024-10-26,Hotel,750.22,Reembolso de hospedagem em congresso
1036,2025-02-26,Transporte,17.4,Estacionamento em local de reunião
1036,2025-03-27,Transporte,101.14,Corrida de aplicativo para reunião externa
1000,2024-11-27,Alimentação,17.67,Jantar em viagem de negócios
1049,2024-12-13,Educação,267.97,Treinamento obrigatório da empresa
1064,2024-12-20,Educação,464.34,Treinamento obrigatório da empresa
1032,2024-11-21,Transporte,114.43,Reembolso de combustível
